Id,Complete_address,Latitude,Longitude,opencage_lat,opencage_long,opencage_geohash
4,"Best Western Holiday Hills, 500 W 120 S, Coalville, US",40.91089,-111.40339,40.910515,-111.40427,9x2b8ztch882s520sesk
8589934594,"Holiday Inn Express, 555 Clover Ln, Ashland, US",42.183544,-122.663345,42.185467,-122.66408,9r2zbxwspsxuu85f0ndj
